Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
614,2465956,"akandes_python_backend/chips_interpreter.py",611,13,"p.say_hello()",python,content
615,2465975,"akandes_python_backend/chips_interpreter.py",626,8,"        ",python,content
616,2465998,"akandes_python_backend/chips_interpreter.py",636,23,"# Arithmetic operations",python,content
617,2466008,"akandes_python_backend/chips_interpreter.py",661,18,"result = 2 + 3 * 4",python,content
618,2466023,"akandes_python_backend/chips_interpreter.py",681,37,"print('Result of 2 + 3 * 4:', result)",python,content
619,2466056,"akandes_python_backend/chips_interpreter.py",722,21,"# String manipulation",python,content
620,2466071,"akandes_python_backend/chips_interpreter.py",745,17,"s = 'AkandeChips'",python,content
621,2466087,"akandes_python_backend/chips_interpreter.py",764,30,"print('Uppercase:', s.upper())",python,content
622,2466121,"akandes_python_backend/chips_interpreter.py",798,20,"# List comprehension",python,content
623,2466136,"akandes_python_backend/chips_interpreter.py",820,38,"squares = [x * x for x in range(1, 6)]",python,content
624,2466154,"akandes_python_backend/chips_interpreter.py",860,26,"print('Squares:', squares)",python,content
625,2470357,"akandes_python_backend/chips_interpreter.py",0,58,"# Simple interpreter for .chips files (Python-like subset)",python,content
626,2470383,"akandes_python_backend/chips_interpreter.py",60,34,"def run_chips_file(filename: str):",python,content
627,2470405,"akandes_python_backend/chips_interpreter.py",96,34,"    with open(filename, 'r') as f:",python,content
628,2470433,"akandes_python_backend/chips_interpreter.py",132,23,"        code = f.read()",python,content
629,2470449,"akandes_python_backend/chips_interpreter.py",157,57,"    # For now, just execute as Python (for demo purposes)",python,content
630,2470465,"akandes_python_backend/chips_interpreter.py",216,18,"    exec(code, {})",python,content
631,2470507,"akandes_python_backend/chips_interpreter.py",238,16,"def greet(name):",python,content
632,2470525,"akandes_python_backend/chips_interpreter.py",256,25,"    print('Hello,', name)",python,content
633,2470545,"akandes_python_backend/chips_interpreter.py",283,15,"greet('Akande')",python,content
634,2470576,"akandes_python_backend/chips_interpreter.py",302,18,"for i in range(5):",python,content
635,2470600,"akandes_python_backend/chips_interpreter.py",322,23,"    print('Number:', i)",python,content
636,2470628,"akandes_python_backend/chips_interpreter.py",349,6,"x = 10",python,content
637,2470645,"akandes_python_backend/chips_interpreter.py",357,9,"if x > 5:",python,content
638,2470669,"akandes_python_backend/chips_interpreter.py",368,32,"    print('x is greater than 5')",python,content
639,2470686,"akandes_python_backend/chips_interpreter.py",402,5,"else:",python,content
640,2470713,"akandes_python_backend/chips_interpreter.py",409,27,"    print('x is 5 or less')",python,content
641,2470745,"akandes_python_backend/chips_interpreter.py",440,13,"class Person:",python,content
642,2470761,"akandes_python_backend/chips_interpreter.py",455,29,"    def __init__(self, name):",python,content
643,2470778,"akandes_python_backend/chips_interpreter.py",486,24,"        self.name = name",python,content
644,2470799,"akandes_python_backend/chips_interpreter.py",512,0,"    def say_hello(self):",python,content
645,2470827,"akandes_python_backend/chips_interpreter.py",538,24,"        print('Hello, my name is', self.name)",python,content
646,2470851,"akandes_python_backend/chips_interpreter.py",585,45,"p = Person('Akande')",python,content
647,2470865,"akandes_python_backend/chips_interpreter.py",607,0,"p.say_hello()",python,content
648,2470884,"akandes_python_backend/chips_interpreter.py",622,20,"        ",python,content
649,2470904,"akandes_python_backend/chips_interpreter.py",632,13,"# Arithmetic operations",python,content
650,2470931,"akandes_python_backend/chips_interpreter.py",657,8,"result = 2 + 3 * 4",python,content
651,2470946,"akandes_python_backend/chips_interpreter.py",677,23,"print('Result of 2 + 3 * 4:', result)",python,content
652,2470964,"akandes_python_backend/chips_interpreter.py",716,18,"",python,content
653,2470982,"akandes_python_backend/chips_interpreter.py",718,37,"# String manipulation",python,content
654,2471000,"akandes_python_backend/chips_interpreter.py",741,0,"s = 'AkandeChips'",python,content
655,2471016,"akandes_python_backend/chips_interpreter.py",760,21,"print('Uppercase:', s.upper())",python,content
656,2471037,"akandes_python_backend/chips_interpreter.py",792,17,"",python,content
657,2471085,"akandes_python_backend/chips_interpreter.py",794,30,"# List comprehension",python,content
658,2471112,"akandes_python_backend/chips_interpreter.py",816,0,"squares = [x * x for x in range(1, 6)]",python,content
659,2471128,"akandes_python_backend/chips_interpreter.py",856,20,"print('Squares:', squares)",python,content
660,2471171,"akandes_python_backend/chips_interpreter.py",884,38,"",python,content
661,2471198,"akandes_python_backend/chips_interpreter.py",886,26,"",python,content
662,2471242,"akandes_python_backend/chips_interpreter.py",888,4,"",python,content
663,2507029,"akandes_python_backend/chips_interpreter.py",0,58,"# Simple interpreter for .chips files (Python-like subset)",python,content
664,2507065,"akandes_python_backend/chips_interpreter.py",60,34,"def run_chips_file(filename: str):",python,content
665,2507098,"akandes_python_backend/chips_interpreter.py",96,34,"    with open(filename, 'r') as f:",python,content
666,2507125,"akandes_python_backend/chips_interpreter.py",132,23,"        code = f.read()",python,content
667,2507142,"akandes_python_backend/chips_interpreter.py",157,57,"    # For now, just execute as Python (for demo purposes)",python,content
668,2507159,"akandes_python_backend/chips_interpreter.py",216,18,"    exec(code, {})",python,content
669,2507191,"akandes_python_backend/chips_interpreter.py",238,16,"def greet(name):",python,content
670,2507208,"akandes_python_backend/chips_interpreter.py",256,25,"    print('Hello,', name)",python,content
671,2507224,"akandes_python_backend/chips_interpreter.py",283,15,"greet('Akande')",python,content
672,2507255,"akandes_python_backend/chips_interpreter.py",302,18,"for i in range(5):",python,content
673,2507272,"akandes_python_backend/chips_interpreter.py",322,23,"    print('Number:', i)",python,content
674,2507306,"akandes_python_backend/chips_interpreter.py",349,6,"x = 10",python,content
675,2507325,"akandes_python_backend/chips_interpreter.py",357,9,"if x > 5:",python,content
676,2507342,"akandes_python_backend/chips_interpreter.py",368,32,"    print('x is greater than 5')",python,content
677,2507358,"akandes_python_backend/chips_interpreter.py",402,5,"else:",python,content
678,2507376,"akandes_python_backend/chips_interpreter.py",409,27,"    print('x is 5 or less')",python,content
679,2507408,"akandes_python_backend/chips_interpreter.py",440,13,"class Person:",python,content
680,2507430,"akandes_python_backend/chips_interpreter.py",455,29,"    def __init__(self, name):",python,content
681,2507448,"akandes_python_backend/chips_interpreter.py",486,24,"        self.name = name",python,content
682,2507466,"akandes_python_backend/chips_interpreter.py",512,24,"    def say_hello(self):",python,content
683,2507491,"akandes_python_backend/chips_interpreter.py",538,45,"        print('Hello, my name is', self.name)",python,content
684,2507509,"akandes_python_backend/chips_interpreter.py",585,20,"p = Person('Akande')",python,content
685,2507526,"akandes_python_backend/chips_interpreter.py",607,13,"p.say_hello()",python,content
686,2507542,"akandes_python_backend/chips_interpreter.py",622,8,"",python,content
687,2507557,"akandes_python_backend/chips_interpreter.py",624,23,"",python,content
688,2507576,"akandes_python_backend/chips_interpreter.py",626,18,"",python,content
689,2507607,"akandes_python_backend/chips_interpreter.py",626,213,"",python,content
690,2538753,"akandes_python_backend/chips_interpreter.py",0,58,"# Simple interpreter for .chips files (Python-like subset)",python,content
691,2538805,"akandes_python_backend/chips_interpreter.py",60,34,"def run_chips_file(filename: str):",python,content
692,2538858,"akandes_python_backend/chips_interpreter.py",96,34,"    with open(filename, 'r') as f:",python,content
693,2538875,"akandes_python_backend/chips_interpreter.py",132,23,"        code = f.read()",python,content
694,2538892,"akandes_python_backend/chips_interpreter.py",157,57,"    # For now, just execute as Python (for demo purposes)",python,content
695,2538909,"akandes_python_backend/chips_interpreter.py",216,18,"    exec(code, {})",python,content
696,2538939,"akandes_python_backend/chips_interpreter.py",238,16,"def greet(name):",python,content
697,2538957,"akandes_python_backend/chips_interpreter.py",256,25,"    print('Hello,', name)",python,content
698,2538972,"akandes_python_backend/chips_interpreter.py",283,15,"greet('Akande')",python,content
699,2539005,"akandes_python_backend/chips_interpreter.py",302,18,"for i in range(5):",python,content
700,2539021,"akandes_python_backend/chips_interpreter.py",322,23,"    print('Number:', i)",python,content
701,2539058,"akandes_python_backend/chips_interpreter.py",349,6,"x = 10",python,content
702,2539073,"akandes_python_backend/chips_interpreter.py",357,9,"if x > 5:",python,content
703,2539090,"akandes_python_backend/chips_interpreter.py",368,32,"    print('x is greater than 5')",python,content
704,2539109,"akandes_python_backend/chips_interpreter.py",402,5,"else:",python,content
705,2539124,"akandes_python_backend/chips_interpreter.py",409,27,"    print('x is 5 or less')",python,content
706,2539157,"akandes_python_backend/chips_interpreter.py",440,13,"class Person:",python,content
707,2539174,"akandes_python_backend/chips_interpreter.py",455,29,"    def __init__(self, name):",python,content
708,2539190,"akandes_python_backend/chips_interpreter.py",486,24,"        self.name = name",python,content
709,2539210,"akandes_python_backend/chips_interpreter.py",512,24,"    def say_hello(self):",python,content
710,2539226,"akandes_python_backend/chips_interpreter.py",538,45,"        print('Hello, my name is', self.name)",python,content
711,2539243,"akandes_python_backend/chips_interpreter.py",585,20,"p = Person('Akande')",python,content
712,2539260,"akandes_python_backend/chips_interpreter.py",607,13,"p.say_hello()",python,content
713,2539291,"akandes_python_backend/chips_interpreter.py",624,0,"squares = [x * x for x in range(1, 6)]",python,content
714,2539308,"akandes_python_backend/chips_interpreter.py",664,0,"print('Squares:', squares)",python,content
715,2539325,"akandes_python_backend/chips_interpreter.py",690,0,"\r\n",python,content
716,2539344,"akandes_python_backend/chips_interpreter.py",692,0,"\r\n",python,content
717,2539364,"akandes_python_backend/chips_interpreter.py",694,0,"\r\n",python,content
718,2571627,"akandes_python_backend/chips_interpreter.py",0,58,"# Simple interpreter for .chips files (Python-like subset)",python,content
719,2571667,"akandes_python_backend/chips_interpreter.py",60,34,"def run_chips_file(filename: str):",python,content
720,2571710,"akandes_python_backend/chips_interpreter.py",96,34,"    with open(filename, 'r') as f:",python,content
721,2571730,"akandes_python_backend/chips_interpreter.py",132,23,"        code = f.read()",python,content
722,2571753,"akandes_python_backend/chips_interpreter.py",157,57,"    # For now, just execute as Python (for demo purposes)",python,content
723,2571772,"akandes_python_backend/chips_interpreter.py",216,18,"    exec(code, {})",python,content
724,2571814,"akandes_python_backend/chips_interpreter.py",238,16,"def greet(name):",python,content
725,2571846,"akandes_python_backend/chips_interpreter.py",256,25,"    print('Hello,', name)",python,content
726,2571880,"akandes_python_backend/chips_interpreter.py",283,15,"greet('Akande')",python,content
727,2571919,"akandes_python_backend/chips_interpreter.py",302,18,"for i in range(5):",python,content
728,2571935,"akandes_python_backend/chips_interpreter.py",322,23,"    print('Number:', i)",python,content
729,2571972,"akandes_python_backend/chips_interpreter.py",349,6,"x = 10",python,content
730,2572005,"akandes_python_backend/chips_interpreter.py",357,9,"if x > 5:",python,content
731,2572024,"akandes_python_backend/chips_interpreter.py",368,32,"    print('x is greater than 5')",python,content
732,2572041,"akandes_python_backend/chips_interpreter.py",402,5,"else:",python,content
733,2572060,"akandes_python_backend/chips_interpreter.py",409,27,"    print('x is 5 or less')",python,content
734,2572094,"akandes_python_backend/chips_interpreter.py",440,13,"class Person:",python,content
735,2572111,"akandes_python_backend/chips_interpreter.py",455,29,"    def __init__(self, name):",python,content
736,2572126,"akandes_python_backend/chips_interpreter.py",486,24,"        self.name = name",python,content
737,2572154,"akandes_python_backend/chips_interpreter.py",512,24,"    def say_hello(self):",python,content
738,2572176,"akandes_python_backend/chips_interpreter.py",538,45,"        print('Hello, my name is', self.name)",python,content
739,2572190,"akandes_python_backend/chips_interpreter.py",585,20,"p = Person('Akande')",python,content
740,2572207,"akandes_python_backend/chips_interpreter.py",607,13,"p.say_hello()",python,content
741,2572255,"akandes_python_backend/chips_interpreter.py",624,38,"squares = [x * x for x in range(1, 6)]",python,content
742,2572273,"akandes_python_backend/chips_interpreter.py",664,26,"print('Squares:', squares)",python,content
743,3085093,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
744,3100409,"AKANDECHIPS_LANGUAGE_DOCUMENTATION.md",0,0,"# AkandeChips Language Documentation\r\n\r\n## Overview\r\nAkandeChips is a Python-like language interpreted by a custom interpreter. You can use most Python syntax and features in `.chips` files.\r\n\r\n## Supported Features\r\n- Print statements\r\n- Function definitions and calls\r\n- For loops\r\n- Conditionals\r\n- Classes and objects\r\n- Arithmetic operations\r\n- String manipulation\r\n- List comprehensions\r\n\r\n## Example Code\r\n```python\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n```\r\n\r\n## How to Run\r\n1. Save your code in a `.chips` file.\r\n2. Run the interpreter:\r\n   ```\r\n   C:/Python313/python.exe akandes_python_backend/chips_interpreter.py yourfile.chips\r\n   ```\r\n3. See the output in the terminal.\r\n\r\n## Extending the Language\r\n- You can add more features by editing `chips_interpreter.py`.\r\n- For custom syntax or new keywords, update the interpreter logic.\r\n\r\n---\r\n\r\n*This documentation was generated from your interactive coding session.*\r\n",markdown,tab
745,3108237,"AKANDECHIPS_LANGUAGE_DOCUMENTATION.md",0,0,"# AkandeChips Language Documentation\r\n\r\n## Overview\r\nAkandeChips is a Python-like language interpreted by a custom interpreter. You can use most Python syntax and features in `.chips` files.\r\n\r\n## Supported Features\r\n- Print statements\r\n- Function definitions and calls\r\n- For loops\r\n- Conditionals\r\n- Classes and objects\r\n- Arithmetic operations\r\n- String manipulation\r\n- List comprehensions\r\n\r\n## Example Code\r\n```python\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n```\r\n\r\n## How to Run\r\n1. Save your code in a `.chips` file.\r\n2. Run the interpreter:\r\n   ```\r\n   C:/Python313/python.exe akandes_python_backend/chips_interpreter.py yourfile.chips\r\n   ```\r\n3. See the output in the terminal.\r\n\r\n## Extending the Language\r\n- You can add more features by editing `chips_interpreter.py`.\r\n- For custom syntax or new keywords, update the interpreter logic.\r\n\r\n---\r\n\r\n*This documentation was generated from your interactive coding session.*\r\n",markdown,tab
746,3114294,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
747,3116417,"AKANDECHIPS_LANGUAGE_DOCUMENTATION.md",0,0,"# AkandeChips Language Documentation\r\n\r\n## Overview\r\nAkandeChips is a Python-like language interpreted by a custom interpreter. You can use most Python syntax and features in `.chips` files.\r\n\r\n## Supported Features\r\n- Print statements\r\n- Function definitions and calls\r\n- For loops\r\n- Conditionals\r\n- Classes and objects\r\n- Arithmetic operations\r\n- String manipulation\r\n- List comprehensions\r\n\r\n## Example Code\r\n```python\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n```\r\n\r\n## How to Run\r\n1. Save your code in a `.chips` file.\r\n2. Run the interpreter:\r\n   ```\r\n   C:/Python313/python.exe akandes_python_backend/chips_interpreter.py yourfile.chips\r\n   ```\r\n3. See the output in the terminal.\r\n\r\n## Extending the Language\r\n- You can add more features by editing `chips_interpreter.py`.\r\n- For custom syntax or new keywords, update the interpreter logic.\r\n\r\n---\r\n\r\n*This documentation was generated from your interactive coding session.*\r\n",markdown,tab
748,3122336,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
749,3133843,"language-configuration.json",0,0,"{\r\n  ""comments"": {\r\n    ""lineComment"": ""#""\r\n  },\r\n  ""brackets"": [\r\n    [""["", ""]""],\r\n    [""{"", ""}""]\r\n  ],\r\n  ""autoClosingPairs"": [\r\n    { ""open"": ""["", ""close"": ""]"" },\r\n    { ""open"": ""{"", ""close"": ""}"" },\r\n    { ""open"": ""'"", ""close"": ""'"", ""notIn"": [""string""] },\r\n    { ""open"": ""\"""", ""close"": ""\"""", ""notIn"": [""string""] }\r\n  ],\r\n  ""surroundingPairs"": [\r\n    { ""open"": ""["", ""close"": ""]"" },\r\n    { ""open"": ""{"", ""close"": ""}"" },\r\n    { ""open"": ""'"", ""close"": ""'"" },\r\n    { ""open"": ""\"""", ""close"": ""\"""" }\r\n  ]\r\n}\r\n",jsonc,tab
750,3137483,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
751,3139067,"src/extension.ts",0,0,"// The module 'vscode' contains the VS Code extensibility API\n// Import the module and reference it with the alias vscode in your code below\nimport * as vscode from 'vscode';\nimport { activateLanguageClient, deactivateLanguageClient } from './client';\n\n// This method is called when your extension is activated\n// Your extension is activated the very first time the command is executed\nexport function activate(context: vscode.ExtensionContext) {\n\n\t// Output diagnostic information\n\tconsole.log('Congratulations, your extension ""AkandeChips"" is now active!');\n\n\t// Register Hello World command\n\tconst disposable = vscode.commands.registerCommand('AkandeChips.helloWorld', () => {\n\t\tvscode.window.showInformationMessage('Hello World from Akande!');\n\t});\n\tcontext.subscriptions.push(disposable);\n\n\t// Activate the language client (connect to Python backend)\n\tactivateLanguageClient(context);\n}\n\n// This method is called when your extension is deactivated\nexport function deactivate() {\n\treturn deactivateLanguageClient();\n}\n",typescript,tab
752,3150224,"akandes_python_backend/server.py",0,0,"\r\n# Minimal, version-agnostic pygls LSP server for AkandeChips\r\nfrom pygls.server import LanguageServer\r\nfrom pygls.lsp.types import (\r\n    InitializeParams, TextDocumentSyncKind, TextDocumentSyncOptions, DidOpenTextDocumentParams,\r\n    CompletionParams, CompletionItem, CompletionList, Diagnostic, DiagnosticSeverity, Position, Range, Hover, MarkupContent\r\n)\r\n\r\nclass AkandeLanguageServer(LanguageServer):\r\n    def __init__(self):\r\n        super().__init__(""akandechips-lsp"", ""0.1.0"")\r\n\r\nserver = AkandeLanguageServer()\r\n\r\n@server.feature('initialize')\r\ndef on_initialize(ls, params):\r\n    sync_kind = getattr(TextDocumentSyncKind, 'FULL', 1)\r\n    return {\r\n        'capabilities': {\r\n            'textDocumentSync': TextDocumentSyncOptions(\r\n                open_close=True,\r\n                change=sync_kind\r\n            ),\r\n            'hoverProvider': True,\r\n            'completionProvider': {'resolveProvider': False}\r\n        }\r\n    }\r\n\r\n@server.feature('textDocument/didOpen')\r\ndef did_open(ls, params):\r\n    ls.show_message('AkandeChips LSP: File opened!')\r\n    text = getattr(params.textDocument, 'text', None)\r\n    diagnostics = []\r\n    if text:\r\n        for i, line in enumerate(text.splitlines()):\r\n            if 'todo' in line.lower():\r\n                sev = getattr(DiagnosticSeverity, 'Warning', getattr(DiagnosticSeverity, 'WARNING', 2))\r\n                diagnostics.append(Diagnostic(\r\n                    range=Range(start=Position(line=i, character=0), end=Position(line=i, character=len(line))),\r\n                    message=""Found TODO in code."",\r\n                    severity=sev\r\n                ))\r\n    ls.publish_diagnostics(params.textDocument.uri, diagnostics)\r\n\r\n@server.feature('textDocument/hover')\r\ndef hover(ls, params):\r\n    doc = ls.workspace.get_document(params.textDocument.uri)\r\n    word = doc.word_at_position(params.position)\r\n    try:\r\n        markup = MarkupContent(kind='markdown', value='**print**: Output text to the console.')\r\n    except Exception:\r\n        markup = {'kind': 'markdown', 'value': '**print**: Output text to the console.'}\r\n    if word == 'print':\r\n        return Hover(contents=markup)\r\n    return None\r\n\r\n@server.feature('textDocument/completion')\r\ndef completions(ls, params):\r\n    items = [\r\n        CompletionItem(label='print', detail='Print statement'),\r\n        CompletionItem(label='def', detail='Function definition'),\r\n        CompletionItem(label='if', detail='If statement')\r\n    ]\r\n    return CompletionList(is_incomplete=False, items=items)\r\n\r\nif __name__ == '__main__':\r\n    server.start_io()\r\n",python,tab
753,3158668,"syntaxes/akandechips.tmLanguage.json",0,0,"{\r\n  ""scopeName"": ""source.akandechips"",\r\n  ""name"": ""AkandeChips"",\r\n  ""patterns"": [\r\n    { ""name"": ""comment.line.number-sign.akandechips"", ""match"": ""#.*$"" },\r\n    { ""name"": ""keyword.control.akandechips"", ""match"": ""\\b(if|else|for|while|return|def|class)\\b"" },\r\n    { ""name"": ""string.quoted.double.akandechips"", ""begin"": ""\"""", ""end"": ""\"""" },\r\n    { ""name"": ""string.quoted.single.akandechips"", ""begin"": ""'"", ""end"": ""'"" },\r\n    { ""name"": ""constant.numeric.akandechips"", ""match"": ""\\b\\d+\\b"" },\r\n    { ""name"": ""variable.akandechips"", ""match"": ""\\b[a-zA-Z_][a-zA-Z0-9_]*\\b"" }\r\n  ],\r\n  ""repository"": {},\r\n  ""fileTypes"": [""akande"", ""chips""],\r\n  ""uuid"": ""b1e1e1e1-1111-1111-1111-111111111111""\r\n}\r\n",json,tab
754,3162138,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
755,3169201,"akandes_python_backend/chips_interpreter.py",0,0,"# Simple interpreter for .chips files (Python-like subset)\r\ndef run_chips_file(filename: str):\r\n    with open(filename, 'r') as f:\r\n        code = f.read()\r\n    # For now, just execute as Python (for demo purposes)\r\n    exec(code, {})\r\n\r\ndef greet(name):\r\n    print('Hello,', name)\r\ngreet('Akande')\r\n\r\nfor i in range(5):\r\n    print('Number:', i)\r\n\r\nx = 10\r\nif x > 5:\r\n    print('x is greater than 5')\r\nelse:\r\n    print('x is 5 or less')\r\n\r\nclass Person:\r\n    def __init__(self, name):\r\n        self.name = name\r\n    def say_hello(self):\r\n        print('Hello, my name is', self.name)\r\np = Person('Akande')\r\np.say_hello()\r\n\r\nsquares = [x * x for x in range(1, 6)]\r\nprint('Squares:', squares)\r\n\r\n\r\n",python,tab
756,3205511,"snippets/akandechips.code-snippets",0,0,"{\r\n  ""Print Statement"": {\r\n    ""prefix"": ""print"",\r\n    ""body"": [""print('$1')""],\r\n    ""description"": ""Print statement""\r\n  },\r\n  ""Function Definition"": {\r\n    ""prefix"": ""def"",\r\n    ""body"": [""def $1($2):"", ""    $0""],\r\n    ""description"": ""Function definition""\r\n  },\r\n  ""If Statement"": {\r\n    ""prefix"": ""if"",\r\n    ""body"": [""if $1:"", ""    $0""],\r\n    ""description"": ""If statement""\r\n  }\r\n}\r\n",snippets,tab
757,3207359,"syntaxes/akandechips.tmLanguage.json",0,0,"{\r\n  ""scopeName"": ""source.akandechips"",\r\n  ""name"": ""AkandeChips"",\r\n  ""patterns"": [\r\n    { ""name"": ""comment.line.number-sign.akandechips"", ""match"": ""#.*$"" },\r\n    { ""name"": ""keyword.control.akandechips"", ""match"": ""\\b(if|else|for|while|return|def|class)\\b"" },\r\n    { ""name"": ""string.quoted.double.akandechips"", ""begin"": ""\"""", ""end"": ""\"""" },\r\n    { ""name"": ""string.quoted.single.akandechips"", ""begin"": ""'"", ""end"": ""'"" },\r\n    { ""name"": ""constant.numeric.akandechips"", ""match"": ""\\b\\d+\\b"" },\r\n    { ""name"": ""variable.akandechips"", ""match"": ""\\b[a-zA-Z_][a-zA-Z0-9_]*\\b"" }\r\n  ],\r\n  ""repository"": {},\r\n  ""fileTypes"": [""akande"", ""chips""],\r\n  ""uuid"": ""b1e1e1e1-1111-1111-1111-111111111111""\r\n}\r\n",json,tab
758,3219472,"src/extension.ts",0,0,"// The module 'vscode' contains the VS Code extensibility API\n// Import the module and reference it with the alias vscode in your code below\nimport * as vscode from 'vscode';\nimport { activateLanguageClient, deactivateLanguageClient } from './client';\n\n// This method is called when your extension is activated\n// Your extension is activated the very first time the command is executed\nexport function activate(context: vscode.ExtensionContext) {\n\n\t// Output diagnostic information\n\tconsole.log('Congratulations, your extension ""AkandeChips"" is now active!');\n\n\t// Register Hello World command\n\tconst disposable = vscode.commands.registerCommand('AkandeChips.helloWorld', () => {\n\t\tvscode.window.showInformationMessage('Hello World from Akande!');\n\t});\n\tcontext.subscriptions.push(disposable);\n\n\t// Activate the language client (connect to Python backend)\n\tactivateLanguageClient(context);\n}\n\n// This method is called when your extension is deactivated\nexport function deactivate() {\n\treturn deactivateLanguageClient();\n}\n",typescript,tab
